author.username,content
author4,Is a joke in reference to the campaign I run that <@318536129727168512>  is in lol
author18,Make a party of bards to have fun?
author4,Okay guys want to make some Bards for me
author21,never mind
author21,oh wait this isn't for the wasteland channel
author21,"I can do wednesday, but during the afternoon cause I have choir in the evenings"
author2,We’ll try for Tuesday or Wednesday I guess
author3,yeah I can do that
author2,<@589289513788899348> <@456034448194928641> <@458413180893397022>
author2,but I am having problems with the map so I'm willing to put it off till after tomorrow
author2,Can't do it tomorrow its new years eve
author22,Hey if possible can we do the one shot tomorrow I had just gotten home from work and now need to deal with some shit if not it’s ok feel free to run it I’m sorry
author21,"(Google it if you don’t believe that would be funny as hell, then thank me for the dopamine)"
author23,I don’t really have much of a problem with edgelords as long as they aren’t being annoying to the party
author21,"For example, using prestidigitation to make his tasteful all-black attire resemble the Sixth Doctor’s outfit"
author21,You should always cast technically harmless but hilariously annoying spells on the edgelord character(s)
author4,Cast in on the grimdark edgelord rogue for peak comedy
author21,Unless somebody hits you with a remove curse spell
author6,"""Critical Failure As success, but the duration is unlimited."" permanent ghost music"
author21,"I wonder if you can summon like, a ghostly mariachi band"
author21,Or even talked to
author4,They cannot be reasoned with
author7,That is beautiful
author4,2e but still funny
author7,i might need some help
author7,he just cant type on his phone atm
author7,he'll be able to fill you in
author7,"<@244474569102983168> btw tristin said he's prolly gonna be 30mins to an hour late
he's having some troubles atm"
author1,new update is cool ngl
author1,holy shit
author4,<@318536129727168512> <@589289513788899348>
author4,And blind sight lets you see through walls and shit too
author4,+There is an invisible status ~~also Squeezing but idc~~
author4,EVen has tremor sense
author4,Yoo foundry got spicy
author4,Pov running Gnome Mercy in setting accurate weather
author23,Oh ok
author4,Was explaining for them
author23,But then I heard it was a skeleton
author23,Yeah I know what portable holes are I just thought they have no air
author4,Fair enough lmao
author4,But yeah portable holes you just place it as a pit somewhere
author23,"I was just imagining, well a tiger"
author23,That’s some key information
author4,Its a Bloody Skeleton Dire Tiger
author23,Wait what??
author23,Yeah I just thought that those spaces have no air
author6,It doesn't have lungs
author4,Its basically a Wiley Coyote hole
author23,How does the tiger not suffocate?
author13,I've seen some disgusting ideas for portable holes lol. Don't really know how they work so idk what's memes or nah
author4,"At one point there was a crafting room in the hole
Now he keeps a murder tiger there"
author13,"""Ah yes let me pull all the ingredients in the world out of my inventory"""
author4,+all the bells and whistle belts and stuff for the party
author4,"My crafter/necromancer bard has like a portable hole and a type 4 bag of holding
And he's like lvl 11"
author13,Not used to pathfinder money yet hahaha.
author13,That just sounds so wrong lol
author2,That and 20k isn’t much at high levels
author4,I mean you can waive that by +5ing the DC
author13,"It requires a lot though. And an alchemist player to craft it, it seems."
author4,This is a little wild
author6,Thats human only
author6,Half-elfs do not have a racial trait called skilled
author6,And the best part is this
author6,Why is the half elf racial traits so scuffed on aonprd?
author6,its sooo much
author6,Like look at this shit
author6,I never realised that the shackles lore would be so in depth
author6,Like I am reading about Aroden and this shit is good
author6,Why is pathfinder lore so good?
author4,Cool prestige class
author4,This is a little crazy
author4,Why dont a lot of dinosaurs in pathfinder have tail slaps?
author4,They were porb born july 12 I bet
author4,Oh shit
author7,ive found alt timeline noah
author4,Really good for dex fighters
author4,Fighters finess is a little nuts
author4,Guess I just need to build for a quickened bungle
author4,The racial flags were up on all spells
author4,Well I guess we are just stupid I just checked the spell in the wayback machine
author4,Frankly Im more pissed about this than anything else
author4,Cause guess who doesnt worship Shylen
author6,O no
author4,Tap inner beauty
author4,Guess what other spell is illegal
author5,You can relive the emoji movie every combat
author5,gnome only spell
